"geolocation_zip_code_prefix","lat","lng","city","state"
"01426","-23.56586039709827300000","-46.66603169632676000000","sao paulo","SP"
"01427","-23.57104476479159000000","-46.66406861421766000000","são paulo","SP"
"01428","-23.57393887286004400000","-46.66232632374679000000","sao paulo","SP"
"01429","-23.57638445552910000000","-46.66290000707434000000","são paulo","SP"
"01430","-23.65614006235602000000","-46.66250204609212000000","sao paulo","SP"
"01431","-23.62038877983606600000","-46.66476818452366000000","sao paulo","SP"
"01432","-23.57648587980599300000","-46.66578605835670000000","sao paulo","SP"
"01433","-23.57840745461661000000","-46.66837295595988000000","são paulo","SP"
"01434","-23.57464654484280300000","-46.67237739901525400000","sao paulo","SP"
"01435","-23.57932184560536700000","-46.67017866896868000000","sao paulo","SP"
"01436","-23.57245538592821000000","-46.66798871616942500000","sao paulo","SP"
"01437","-23.57214125404430000000","-46.67150329618942000000","sao paulo","SP"
"01438","-23.56980370877425000000","-46.67226487905968000000","sao paulo","SP"
"01439","-23.56628948809203500000","-46.67357141778228400000","sao paulo","SP"
"01440","-23.56828945815712500000","-46.67817024606098000000","sao paulo","SP"
"01441","-23.57060389426134000000","-46.68373209675989000000","são paulo","SP"
"01442","-23.56653073206170400000","-46.67861605515885000000","sao paulo","SP"
"01443","-23.56826893891009800000","-46.68450786333132600000","sao paulo","SP"
"01444","-23.57323554182978500000","-46.68752695447545000000","sao paulo","SP"
"01445","-23.57103798335723000000","-46.68806800727010400000","sao paulo","SP"
"01446","-23.57558378855098300000","-46.67549889388454400000","sao paulo","SP"
"01447","-23.57278680948971000000","-46.67888556258397000000","sao paulo","SP"
"01448","-23.57823789638811700000","-46.67982269335620000000","sao paulo","SP"
"01449","-23.57611691772789400000","-46.67995669824682000000","sao paulo","SP"
"01450","-23.57645317887297400000","-46.68518508958671000000","sao paulo","SP"
"01451","-23.57743595010776300000","-46.68698984950362500000","sao paulo","SP"
"01452","-23.57499644597807000000","-46.68887938403563000000","sao paulo","SP"
"01453","-23.58405900397474000000","-46.68637610894468500000","sao paulo","SP"
"01454","-23.58237697627810200000","-46.68670275509793000000","sao paulo","SP"
"01455","-23.58055413600281000000","-46.69112136854050000000","sao paulo","SP"
"01456","-23.57683976544104400000","-46.69098724900726000000","sao paulo","SP"
"01457","-23.57523780982959000000","-46.69270350960496000000","sao paulo","SP"
"01472","-23.57054369248079000000","-46.69129667943905000000","sao paulo","SP"
"01489","-23.57664998889148000000","-46.68740004775215600000","sao paulo","SP"
"01501","-23.55246935619687700000","-46.63548543836742000000","são paulo","SP"
"01502","-23.55460594212853000000","-46.63549256113905000000","sao paulo","SP"
"01503","-23.55770900295270200000","-46.63676937101552000000","são paulo","SP"
"01504","-23.56686058045809800000","-46.63950529622232500000","sao paulo","SP"
"01505","-23.55526761118644400000","-46.63182476204628000000","são paulo","SP"
"01506","-23.55955866786247600000","-46.63503218503182500000","são paulo","SP"
"01507","-23.55814641843466400000","-46.63176589052543000000","são paulo","SP"
"01508","-23.56142363121043800000","-46.63583005941286000000","sao paulo","SP"
"01509","-23.56701008025313400000","-46.63579814125010000000","sao paulo","SP"
"01510","-23.55760216498658400000","-46.63361528281082000000","sao paulo","SP"
"01511","-23.56145681272860400000","-46.63294793571506000000","sao paulo","SP"
"01512","-23.55371720607980300000","-46.62949909730413000000","sao paulo","SP"
"01513","-23.54891435697263400000","-46.60384461609751000000","sao paulo","SP"
"01514","-23.55437781878455200000","-46.62833776862852000000","sao paulo","SP"
"01516","-23.55907324423970600000","-46.61547996424181400000","sao paulo","SP"
"01517","-23.55961327844045500000","-46.62400348069892000000","sao paulo","SP"
"01518","-23.55920926239125600000","-46.62318692012761000000","sao paulo","SP"
"01519","-23.56092636240119000000","-46.62475706787168000000","sao paulo","SP"
"01520","-23.55937826905590000000","-46.62016401941447400000","sao paulo","SP"
"01521","-23.56117444494170200000","-46.62150903166883600000","sao paulo","SP"
"01522","-23.55992026580076300000","-46.61598186753571000000","sao paulo","SP"
"01523","-23.56420347845226700000","-46.61689706470856000000","sao paulo","SP"
"01524","-23.56778327483324000000","-46.61340053805787000000","sao paulo","SP"
"01525","-23.56402897746774600000","-46.63495391124952000000","sao paulo","SP"
"01526","-23.56595226775990800000","-46.63094391856622000000","sao paulo","SP"
"01527","-23.56243917352596600000","-46.62919220917373000000","sao paulo","SP"
"01528","-23.56477004530615000000","-46.62716592483416600000","sao paulo","SP"
"01529","-23.56843915687452600000","-46.63455549164137000000","sao paulo","SP"
"01530","-23.56894449806347700000","-46.63008918820540000000","sao paulo","SP"
"01531","-23.57076062771336000000","-46.63242524738392000000","sao paulo","SP"
"01532","-23.57053421761298000000","-46.63611187696045600000","sao paulo","SP"
"01533","-23.57116812309982400000","-46.63836454335033000000","sao paulo","SP"
"01534","-23.56754359015962700000","-46.62608514345025400000","sao paulo","SP"
"01535","-23.57243321490578600000","-46.62524136188219600000","sao paulo","SP"
"01536","-23.56903213145491400000","-46.62343627355640000000","sao paulo","SP"
"01537","-23.57442284838845000000","-46.62313726443156000000","sao paulo","SP"
"01538","-23.57631282327834000000","-46.62362934794424000000","são paulo","SP"
"01539","-23.57115285591509500000","-46.62043601303771000000","sao paulo","SP"
"01540","-23.56585134628961200000","-46.62258150860084000000","sao paulo","SP"
"01541","-23.56925274057871000000","-46.61861697305810000000","sao paulo","SP"
"01542","-23.57106582708014000000","-46.62406014113324000000","sao paulo","SP"
"01543","-23.57372097507369800000","-46.62387176826929000000","sao paulo","SP"
"01544","-23.57725543271809000000","-46.62163174221565500000","sao paulo","SP"
"01545","-23.58097414309848700000","-46.61831033162643000000","sao paulo","SP"
"01546","-23.57903931815119200000","-46.62195565179699000000","são paulo","SP"
"01547","-23.58299396172339600000","-46.62112676164033000000","sao paulo","SP"
"01548","-23.57692714528682400000","-46.61342078519998500000","sao paulo","SP"
"01549","-23.57631753399934700000","-46.61558665669375000000","sao paulo","SP"
"01550","-23.57305660659288500000","-46.61615054561147000000","sao paulo","SP"
"01551","-23.57273791226793000000","-46.61268007361107000000","sao paulo","SP"
"01552","-23.56949069519509300000","-46.61132177323728600000","sao paulo","SP"
"01553","-23.57448792318107400000","-46.60919807994077000000","sao paulo","SP"
"02009","-23.51579910383026500000","-46.64113909097136000000","sao paulo","SP"
"02010","-23.51056158921295000000","-46.62635497331379500000","são paulo","SP"
"02011","-23.50438503412849700000","-46.62662104590108000000","sao paulo","SP"
"02012","-23.51306602618849300000","-46.63196817761764000000","sao paulo","SP"
"02013","-23.50220617422510000000","-46.63311453979945000000","sao paulo","SP"
"02016","-23.50398483876717700000","-46.62567215993880000000","sao paulo","SP"
"02017","-23.50074294436079500000","-46.63469457728484000000","são paulo","SP"
"02018","-23.49570370617883300000","-46.62970690460868000000","sao paulo","SP"
"02019","-23.49826308491996200000","-46.62965156173039000000","sao paulo","SP"
"02020","-23.49646860368892000000","-46.63329280565476000000","sao paulo","SP"
"02021","-23.49830914117729000000","-46.63588589846431600000","sao paulo","SP"
"02022","-23.50407390342453700000","-46.63767093473860000000","são paulo","SP"
"02028","-23.50870254456776000000","-46.61833692171872000000","sao paulo","SP"
"02029","-23.50936207852278000000","-46.61934355300126500000","sao paulo","SP"
"02030","-23.50587133852140200000","-46.62468256911272000000","sao paulo","SP"
"02031","-23.51006270881976300000","-46.62577816278380000000","sao paulo","SP"
"02032","-23.51106826072920700000","-46.62384982222437000000","sao paulo","SP"
"02033","-23.49990045339548300000","-46.61504999074923500000","sao paulo","SP"
"02034","-23.50407287649565200000","-46.62414421625581000000","sao paulo","SP"
"02035","-23.49621131093259800000","-46.62282500873062000000","são paulo","SP"
"02036","-23.50174430714342200000","-46.62080286230928000000","sao paulo","SP"
"02037","-23.49971822107625400000","-46.62055504527753000000","sao paulo","SP"
"02038","-23.49523752805909000000","-46.62416228233209000000","sao paulo","SP"
"02039","-23.49302509597309000000","-46.62160347958353400000","sao paulo","SP"
"02040","-23.48965996001443000000","-46.62257166509293400000","sao paulo","SP"
"02041","-23.49062647660711500000","-46.62307980262541000000","sao paulo","SP"
"02042","-23.49423390444223000000","-46.61637715243747000000","sao paulo","SP"
"02043","-23.48994341978197700000","-46.61612445688869000000","sao paulo","SP"
"02044","-23.49572471763040200000","-46.61878796585238400000","sao paulo","SP"
"02045","-23.49614649201778600000","-46.61640291917889600000","sao paulo","SP"
"02046","-23.49228045530089000000","-46.61176940207570000000","sao paulo","SP"
"02047","-23.51721555382505000000","-46.61867396387230400000","sao paulo","SP"
"02049","-23.51416659033509400000","-46.61736559414439000000","são paulo","SP"
"02050","-23.51734415478189000000","-46.61213522693958600000","são paulo","SP"
"02051","-23.50998834007917500000","-46.60776441539104600000","sao paulo","SP"
"02052","-23.51297446615503600000","-46.60778378479692000000","sao paulo","SP"
"02053","-23.51322759885043500000","-46.60279269111100600000","sao paulo","SP"
"02054","-23.51719550809533400000","-46.60669921220445400000","sao paulo","SP"
"02055","-23.51402973131883000000","-46.60712616164343000000","sao paulo","SP"
"02056","-23.51230213331166000000","-46.60278807725412000000","são paulo","SP"
"02060","-23.51900515519527300000","-46.60286093182149000000","sao paulo","SP"
"02064","-23.51767696043402000000","-46.59796462940733600000","sao paulo","SP"
"02065","-23.50771124088401400000","-46.60536929913105600000","sao paulo","SP"
"02066","-23.50864330501800500000","-46.60529566881570000000","sao paulo","SP"
"02067","-23.50672028105331000000","-46.60365341996351400000","sao paulo","SP"
"02068","-23.50513250622819700000","-46.61237532076286500000","sao paulo","SP"
"02069","-23.50553434398376000000","-46.61392770753922600000","sao paulo","SP"
"02071","-23.50427875802990500000","-46.60642767235110000000","sao paulo","SP"
"02072","-23.50016492784018000000","-46.60405533511346000000","sao paulo","SP"
"02073","-23.50183202803718000000","-46.60713393030522400000","sao paulo","SP"
"02074","-23.50521986198309000000","-46.60044750495476500000","sao paulo","SP"
"02075","-23.50545422042998600000","-46.60232703217922000000","sao paulo","SP"
"02076","-23.50466052978243400000","-46.59909846180968000000","sao paulo","SP"
"02077","-23.50231616295399200000","-46.59729440070282000000","sao paulo","SP"
"02078","-23.50224822474882000000","-46.59560967129786500000","sao paulo","SP"
"02079","-23.49928771412701400000","-46.60578507967236600000","sao paulo","SP"
"02080","-23.49767041990316200000","-46.60536157170671600000","sao paulo","SP"
"02081","-23.49584133260362000000","-46.60469932466566000000","sao paulo","SP"
"02082","-23.49459706456804000000","-46.60716679313653500000","sao paulo","SP"
"02083","-23.49532145559458500000","-46.59793556042432000000","sao paulo","SP"
"02084","-23.49727521679854500000","-46.59974305553181000000","sao paulo","SP"
"02085","-23.49795268264849600000","-46.61296773775950000000","sao paulo","SP"
"02088","-23.50424025971884000000","-46.62074206658386500000","sao paulo","SP"
"02089","-23.51709448459233000000","-46.61667310075590400000","sao paulo","SP"
"02110","-23.51909746504297500000","-46.59553885431605400000","sao paulo","SP"
"02111","-23.51764300121213600000","-46.59275687764759500000","sao paulo","SP"
"02112","-23.51744862428309400000","-46.59045121964735000000","são paulo","SP"
"02113","-23.51772049568225000000","-46.58922662034001400000","sao paulo","SP"
"02114","-23.52231792670284700000","-46.59061483317943000000","sao paulo","SP"
"02115","-23.52658964912257000000","-46.59169265929573000000","sao paulo","SP"
"02116","-23.52011067882600400000","-46.58524004305731000000","sao paulo","SP"
"02117","-23.51865496410496000000","-46.59365984819464000000","sao paulo","SP"
"02118","-23.51500651134732700000","-46.59277463488237500000","sao paulo","SP"
"02119","-23.51220780313035000000","-46.59263904944159000000","sao paulo","SP"
"02120","-23.51082440244575300000","-46.59388576024579000000","são paulo","SP"
"02121","-23.51222906922023000000","-46.58968331880410600000","sao paulo","SP"
"02122","-23.51196609358015000000","-46.58386437718145000000","sao paulo","SP"
"02123","-23.51183808399144600000","-46.57944249603901500000","sao paulo","SP"
"02124","-23.50697691302585600000","-46.57712086357542000000","sao paulo","SP"
"02125","-23.50983995240274600000","-46.58680335489367500000","sao paulo","SP"
"02126","-23.50689802138285200000","-46.59175114788354000000","sao paulo","SP"
"02127","-23.50559796845306000000","-46.58726574110867000000","sao paulo","SP"
"02128","-23.50501951707933000000","-46.59394256408343400000","sao paulo","SP"
"02129","-23.50371906481274600000","-46.58829102896531500000","sao paulo","SP"
"02130","-23.50846749738402500000","-46.58356366642945000000","são paulo","SP"
"02131","-23.50432881186952000000","-46.58250945058417000000","sao paulo","SP"
"02132","-23.50132092953485200000","-46.57765662787874600000","sao paulo","SP"
"02133","-23.49908122442092000000","-46.58472476845841000000","sao paulo","SP"
"02134","-23.49861326740885700000","-46.57978572229729000000","sao paulo","SP"
"02135","-23.49793218940606000000","-46.58461229170023000000","sao paulo","SP"
"02136","-23.49875432423628000000","-46.58237728186106000000","são paulo","SP"
"02137","-23.49795326926181000000","-46.57611869717362000000","sao paulo","SP"
